URG;Escola;Descricao;2022;2023;2024;2025;Total
URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;EXAMES;0;0;30;26;56
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ALUNOS CADASTRADOS;0;0;68;62;130
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ALUNOS ATENDIDOS;0;0;43;0;43
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;AVAL. PROFESSORES;0;0;38;0;38
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;AVAL. PSCÓLOGOS;0;0;0;0;0
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;AVAL. ASSIST. SOCIAIS;0;0;37;0;37
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;AVAL. ENFERMAGEM;0;0;37;0;37
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;AVAL. MÉDICAS;0;0;17;0;17
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ALUNOS VACINADOS;0;0;10;0;10
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;VACINAS APLICADAS;0;0;15;0;15
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;ENCAMINHAMENTOS;0;0;5;0;5
URG III-COMENDADOR SOARES;NÚCLEO COMUNITÁRIO DE EDUCAÇÃO INFANTIL SÃO JOSÉ OPERÁRIO;EXAMES;0;0;7;0;7
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ALUNOS CADASTRADOS;0;125;129;201;455
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ALUNOS ATENDIDOS;0;109;122;93;324
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;AVAL. PROFESSORES;0;100;113;66;279
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;AVAL. PSCÓLOGOS;0;89;78;0;167
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;AVAL. ASSIST. SOCIAIS;0;90;89;70;249
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;AVAL. ENFERMAGEM;0;89;81;82;252
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;AVAL. MÉDICAS;0;90;63;48;201
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ALUNOS VACINADOS;0;50;31;18;99
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;VACINAS APLICADAS;0;63;42;23;128
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;ENCAMINHAMENTOS;0;24;9;19;52
URG II-POSSE;AELO - EDUCANDÁRIO SÃO LÁZARO;EXAMES;0;24;11;17;52
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ALUNOS CADASTRADOS;0;0;0;67;67
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ALUNOS ATENDIDOS;0;0;0;50;50
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;AVAL. PROFESSORES;0;0;0;45;45
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;AVAL. PSCÓLOGOS;0;0;0;0;0
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;AVAL. ASSIST. SOCIAIS;0;0;0;50;50
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;AVAL. ENFERMAGEM;0;0;0;32;32
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;AVAL. MÉDICAS;0;0;0;15;15
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ALUNOS VACINADOS;0;0;0;4;4
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;VACINAS APLICADAS;0;0;0;6;6
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;ENCAMINHAMENTOS;0;0;0;3;3
URG II-POSSE;AVICRES ASSOCIAÇÃO VIDA NO CRESCIMENTO E NA SOLIDARIEDADE;EXAMES;0;0;0;6;6
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ALUNOS CADASTRADOS;310;317;277;283;1187
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ALUNOS ATENDIDOS;213;232;206;223;874
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;AVAL. PROFESSORES;166;209;187;205;767
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;AVAL. PSCÓLOGOS;164;170;48;53;435
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;AVAL. ASSIST. SOCIAIS;155;169;163;170;657
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;AVAL. ENFERMAGEM;188;197;188;184;757
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;AVAL. MÉDICAS;143;130;134;110;517
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ALUNOS VACINADOS;86;70;67;62;285
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;VACINAS APLICADAS;112;77;82;86;357
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;ENCAMINHAMENTOS;67;57;49;65;238
URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;EXAMES;47;24;25;26;122
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ALUNOS CADASTRADOS;658;557;556;592;2363
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ALUNOS ATENDIDOS;533;507;513;556;2109
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;AVAL. PROFESSORES;308;452;457;520;1737
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;AVAL. PSCÓLOGOS;404;379;263;81;1127
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;AVAL. ASSIST. SOCIAIS;447;372;443;412;1674
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;AVAL. ENFERMAGEM;429;379;422;447;1677
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;AVAL. MÉDICAS;119;96;91;75;381
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ALUNOS VACINADOS;104;52;58;66;280
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;VACINAS APLICADAS;150;63;78;89;380
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;ENCAMINHAMENTOS;0;18;57;60;135
URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;EXAMES;0;30;34;45;109
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ALUNOS CADASTRADOS;0;0;0;98;98
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ALUNOS ATENDIDOS;0;0;0;68;68
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;AVAL. PROFESSORES;0;0;0;67;67
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;AVAL. PSCÓLOGOS;0;0;0;0;0
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;AVAL. ASSIST. SOCIAIS;0;0;0;46;46
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;AVAL. ENFERMAGEM;0;0;0;53;53
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;AVAL. MÉDICAS;0;0;0;50;50
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ALUNOS VACINADOS;0;0;0;8;8
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;VACINAS APLICADAS;0;0;0;17;17
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;ENCAMINHAMENTOS;0;0;0;16;16
URG II-POSSE;CRECHE MUNICIPAL PROF ANA CLÁUDIA MARTINS DE SOUZA;EXAMES;0;0;0;17;17
URG II-POSSE;E M DOUGLAS BRASIL;ALUNOS CADASTRADOS;985;812;774;873;3444
URG II-POSSE;E M DOUGLAS BRASIL;ALUNOS ATENDIDOS;749;636;696;770;2851
URG II-POSSE;E M DOUGLAS BRASIL;AVAL. PROFESSORES;528;473;643;743;2387
URG II-POSSE;E M DOUGLAS BRASIL;AVAL. PSCÓLOGOS;605;579;192;234;1610
URG II-POSSE;E M DOUGLAS BRASIL;AVAL. ASSIST. SOCIAIS;624;435;617;580;2256
URG II-POSSE;E M DOUGLAS BRASIL;AVAL. ENFERMAGEM;644;428;649;568;2289
URG II-POSSE;E M DOUGLAS BRASIL;AVAL. MÉDICAS;287;69;175;209;740
URG II-POSSE;E M DOUGLAS BRASIL;ALUNOS VACINADOS;197;33;97;131;458
URG II-POSSE;E M DOUGLAS BRASIL;VACINAS APLICADAS;345;34;111;197;687
URG II-POSSE;E M DOUGLAS BRASIL;ENCAMINHAMENTOS;170;26;94;167;457
URG II-POSSE;E M DOUGLAS BRASIL;EXAMES;103;20;66;141;330
URG II-POSSE;E M DR ORLANDO MELLO;ALUNOS CADASTRADOS;881;780;795;768;3224
URG II-POSSE;E M DR ORLANDO MELLO;ALUNOS ATENDIDOS;711;587;701;616;2615
URG II-POSSE;E M DR ORLANDO MELLO;AVAL. PROFESSORES;564;483;675;584;2306
URG II-POSSE;E M DR ORLANDO MELLO;AVAL. PSCÓLOGOS;603;521;10;71;1205
URG II-POSSE;E M DR ORLANDO MELLO;AVAL. ASSIST. SOCIAIS;601;511;625;473;2210
URG II-POSSE;E M DR ORLANDO MELLO;AVAL. ENFERMAGEM;624;521;650;491;2286
URG II-POSSE;E M DR ORLANDO MELLO;AVAL. MÉDICAS;341;190;207;171;909
URG II-POSSE;E M DR ORLANDO MELLO;ALUNOS VACINADOS;250;101;131;106;588
URG II-POSSE;E M DR ORLANDO MELLO;VACINAS APLICADAS;434;150;167;146;897
URG II-POSSE;E M DR ORLANDO MELLO;ENCAMINHAMENTOS;163;41;71;121;396
URG II-POSSE;E M DR ORLANDO MELLO;EXAMES;112;54;53;83;302
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ALUNOS CADASTRADOS;847;668;500;482;2497
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ALUNOS ATENDIDOS;561;0;379;392;1332
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;AVAL. PROFESSORES;333;0;341;356;1030
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;AVAL. PSCÓLOGOS;433;0;158;61;652
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;AVAL. ASSIST. SOCIAIS;365;0;334;311;1010
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;AVAL. ENFERMAGEM;391;0;343;291;1025
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;AVAL. MÉDICAS;174;0;79;69;322
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ALUNOS VACINADOS;107;0;47;35;189
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;VACINAS APLICADAS;168;0;61;53;282
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;ENCAMINHAMENTOS;0;0;45;63;108
URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;EXAMES;0;0;30;27;57
URG II-POSSE;E M GUINLE;ALUNOS CADASTRADOS;169;166;185;197;717
URG II-POSSE;E M GUINLE;ALUNOS ATENDIDOS;168;125;145;136;574
URG II-POSSE;E M GUINLE;AVAL. PROFESSORES;114;117;143;128;502
URG II-POSSE;E M GUINLE;AVAL. PSCÓLOGOS;166;105;0;68;339
URG II-POSSE;E M GUINLE;AVAL. ASSIST. SOCIAIS;84;113;119;127;443
URG II-POSSE;E M GUINLE;AVAL. ENFERMAGEM;91;114;135;131;471
URG II-POSSE;E M GUINLE;AVAL. MÉDICAS;61;64;70;64;259
URG II-POSSE;E M GUINLE;ALUNOS VACINADOS;43;62;47;52;204
URG II-POSSE;E M GUINLE;VACINAS APLICADAS;60;70;70;67;267
URG II-POSSE;E M GUINLE;ENCAMINHAMENTOS;0;22;9;23;54
URG II-POSSE;E M GUINLE;EXAMES;0;21;11;21;53
URG II-POSSE;E M HERBERT MOSES;ALUNOS CADASTRADOS;503;369;333;344;1549
URG II-POSSE;E M HERBERT MOSES;ALUNOS ATENDIDOS;402;0;233;299;934
URG II-POSSE;E M HERBERT MOSES;AVAL. PROFESSORES;253;0;218;287;758
URG II-POSSE;E M HERBERT MOSES;AVAL. PSCÓLOGOS;384;0;101;0;485
URG II-POSSE;E M HERBERT MOSES;AVAL. ASSIST. SOCIAIS;192;0;194;219;605
URG II-POSSE;E M HERBERT MOSES;AVAL. ENFERMAGEM;300;0;210;223;733
URG II-POSSE;E M HERBERT MOSES;AVAL. MÉDICAS;143;0;67;91;301
URG II-POSSE;E M HERBERT MOSES;ALUNOS VACINADOS;78;0;43;63;184
URG II-POSSE;E M HERBERT MOSES;VACINAS APLICADAS;110;0;62;84;256
URG II-POSSE;E M HERBERT MOSES;ENCAMINHAMENTOS;0;0;13;75;88
URG II-POSSE;E M HERBERT MOSES;EXAMES;0;0;8;49;57
URG II-POSSE;E M LUIZ DE LEMOS;ALUNOS CADASTRADOS;468;481;482;491;1922
URG II-POSSE;E M LUIZ DE LEMOS;ALUNOS ATENDIDOS;336;382;338;449;1505
URG II-POSSE;E M LUIZ DE LEMOS;AVAL. PROFESSORES;304;316;320;429;1369
URG II-POSSE;E M LUIZ DE LEMOS;AVAL. PSCÓLOGOS;319;333;300;266;1218
URG II-POSSE;E M LUIZ DE LEMOS;AVAL. ASSIST. SOCIAIS;315;327;304;352;1298
URG II-POSSE;E M LUIZ DE LEMOS;AVAL. ENFERMAGEM;320;340;309;354;1323
URG II-POSSE;E M LUIZ DE LEMOS;AVAL. MÉDICAS;192;162;140;121;615
URG II-POSSE;E M LUIZ DE LEMOS;ALUNOS VACINADOS;120;98;95;78;391
URG II-POSSE;E M LUIZ DE LEMOS;VACINAS APLICADAS;210;112;131;105;558
URG II-POSSE;E M LUIZ DE LEMOS;ENCAMINHAMENTOS;93;35;9;91;228
URG II-POSSE;E M LUIZ DE LEMOS;EXAMES;68;34;15;66;183
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ALUNOS CADASTRADOS;123;127;132;136;518
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ALUNOS ATENDIDOS;108;93;76;71;348
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;AVAL. PROFESSORES;42;92;72;64;270
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;AVAL. PSCÓLOGOS;89;77;0;57;223
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;AVAL. ASSIST. SOCIAIS;55;88;71;62;276
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;AVAL. ENFERMAGEM;89;86;73;60;308
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;AVAL. MÉDICAS;6;87;62;38;193
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ALUNOS VACINADOS;1;42;40;13;96
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;VACINAS APLICADAS;3;47;50;20;120
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;ENCAMINHAMENTOS;0;16;4;47;67
URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;EXAMES;0;28;17;21;66
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ALUNOS CADASTRADOS;326;309;312;292;1239
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ALUNOS ATENDIDOS;247;204;250;225;926
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;AVAL. PROFESSORES;226;196;248;218;888
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;AVAL. PSCÓLOGOS;231;181;231;75;718
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;AVAL. ASSIST. SOCIAIS;228;184;209;156;777
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;AVAL. ENFERMAGEM;233;189;214;162;798
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;AVAL. MÉDICAS;126;123;117;69;435
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ALUNOS VACINADOS;102;70;67;40;279
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;VACINAS APLICADAS;145;82;81;51;359
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;ENCAMINHAMENTOS;25;23;22;40;110
URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;EXAMES;34;26;16;39;115
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ALUNOS CADASTRADOS;166;168;166;177;677
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ALUNOS ATENDIDOS;148;72;60;121;401
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;AVAL. PROFESSORES;114;66;51;112;343
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;AVAL. PSCÓLOGOS;144;64;0;70;278
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;AVAL. ASSIST. SOCIAIS;113;59;52;81;305
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;AVAL. ENFERMAGEM;119;67;58;84;328
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;AVAL. MÉDICAS;83;57;50;69;259
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ALUNOS VACINADOS;51;27;35;33;146
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;VACINAS APLICADAS;61;34;51;46;192
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;ENCAMINHAMENTOS;0;20;10;51;81
URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;EXAMES;0;17;13;46;76
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ALUNOS CADASTRADOS;302;285;289;294;1170
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ALUNOS ATENDIDOS;252;243;254;215;964
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;AVAL. PROFESSORES;224;194;239;209;866
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;AVAL. PSCÓLOGOS;231;206;4;170;611
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;AVAL. ASSIST. SOCIAIS;222;209;227;192;850
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;AVAL. ENFERMAGEM;230;210;230;189;859
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;AVAL. MÉDICAS;109;85;88;68;350
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ALUNOS VACINADOS;72;53;67;47;239
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;VACINAS APLICADAS;119;69;89;65;342
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;ENCAMINHAMENTOS;60;15;30;48;153
URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;EXAMES;33;14;28;40;115
URG II-POSSE;E M SAO BENEDITO;ALUNOS CADASTRADOS;401;409;405;445;1660
URG II-POSSE;E M SAO BENEDITO;ALUNOS ATENDIDOS;322;333;320;407;1382
URG II-POSSE;E M SAO BENEDITO;AVAL. PROFESSORES;284;265;294;392;1235
URG II-POSSE;E M SAO BENEDITO;AVAL. PSCÓLOGOS;267;282;5;285;839
URG II-POSSE;E M SAO BENEDITO;AVAL. ASSIST. SOCIAIS;274;274;280;355;1183
URG II-POSSE;E M SAO BENEDITO;AVAL. ENFERMAGEM;292;285;303;364;1244
URG II-POSSE;E M SAO BENEDITO;AVAL. MÉDICAS;221;187;175;231;814
URG II-POSSE;E M SAO BENEDITO;ALUNOS VACINADOS;123;67;91;96;377
URG II-POSSE;E M SAO BENEDITO;VACINAS APLICADAS;190;70;109;125;494
URG II-POSSE;E M SAO BENEDITO;ENCAMINHAMENTOS;87;25;77;156;345
URG II-POSSE;E M SAO BENEDITO;EXAMES;75;42;41;105;263
URG II-POSSE;E M TABELIÃO MURILO COSTA;ALUNOS CADASTRADOS;425;464;437;471;1797
URG II-POSSE;E M TABELIÃO MURILO COSTA;ALUNOS ATENDIDOS;360;320;357;402;1439
URG II-POSSE;E M TABELIÃO MURILO COSTA;AVAL. PROFESSORES;302;241;330;381;1254
URG II-POSSE;E M TABELIÃO MURILO COSTA;AVAL. PSCÓLOGOS;292;47;7;164;510
URG II-POSSE;E M TABELIÃO MURILO COSTA;AVAL. ASSIST. SOCIAIS;274;138;318;305;1035
URG II-POSSE;E M TABELIÃO MURILO COSTA;AVAL. ENFERMAGEM;318;140;341;317;1116
URG II-POSSE;E M TABELIÃO MURILO COSTA;AVAL. MÉDICAS;227;57;212;207;703
URG II-POSSE;E M TABELIÃO MURILO COSTA;ALUNOS VACINADOS;142;52;104;102;400
URG II-POSSE;E M TABELIÃO MURILO COSTA;VACINAS APLICADAS;174;54;134;153;515
URG II-POSSE;E M TABELIÃO MURILO COSTA;ENCAMINHAMENTOS;0;26;118;140;284
URG II-POSSE;E M TABELIÃO MURILO COSTA;EXAMES;0;25;71;106;202
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ALUNOS CADASTRADOS;401;345;346;352;1444
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ALUNOS ATENDIDOS;360;253;297;298;1208
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;AVAL. PROFESSORES;339;237;295;284;1155
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;AVAL. PSCÓLOGOS;321;230;274;176;1001
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;AVAL. ASSIST. SOCIAIS;321;220;271;243;1055
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;AVAL. ENFERMAGEM;320;228;276;245;1069
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;AVAL. MÉDICAS;197;102;111;76;486
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ALUNOS VACINADOS;149;53;77;30;309
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;VACINAS APLICADAS;266;66;103;38;473
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;ENCAMINHAMENTOS;123;17;30;49;219
URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;EXAMES;80;20;38;26;164
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ALUNOS CADASTRADOS;274;271;271;267;1083
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ALUNOS ATENDIDOS;236;231;186;256;909
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;AVAL. PROFESSORES;173;224;179;252;828
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;AVAL. PSCÓLOGOS;227;211;164;12;614
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;AVAL. ASSIST. SOCIAIS;219;217;169;174;779
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;AVAL. ENFERMAGEM;228;216;172;178;794
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;AVAL. MÉDICAS;177;143;109;95;524
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ALUNOS VACINADOS;117;68;75;54;314
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;VACINAS APLICADAS;200;94;89;78;461
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;ENCAMINHAMENTOS;52;17;36;46;151
URG II-POSSE;E M VIRGILIO DE MELO FRANCO;EXAMES;35;13;43;37;128
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ALUNOS CADASTRADOS;102;108;91;89;390
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ALUNOS ATENDIDOS;70;48;44;86;248
URG II-POSSE;EMEI JOSE VIEIRA JESUS;AVAL. PROFESSORES;60;40;43;86;229
URG II-POSSE;EMEI JOSE VIEIRA JESUS;AVAL. PSCÓLOGOS;61;0;32;11;104
URG II-POSSE;EMEI JOSE VIEIRA JESUS;AVAL. ASSIST. SOCIAIS;53;33;35;15;136
URG II-POSSE;EMEI JOSE VIEIRA JESUS;AVAL. ENFERMAGEM;60;36;44;15;155
URG II-POSSE;EMEI JOSE VIEIRA JESUS;AVAL. MÉDICAS;54;36;41;16;147
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ALUNOS VACINADOS;19;20;27;8;74
URG II-POSSE;EMEI JOSE VIEIRA JESUS;VACINAS APLICADAS;27;21;38;13;99
URG II-POSSE;EMEI JOSE VIEIRA JESUS;ENCAMINHAMENTOS;0;6;20;13;39
URG II-POSSE;EMEI JOSE VIEIRA JESUS;EXAMES;0;9;19;8;36
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ALUNOS CADASTRADOS;0;146;145;145;436
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ALUNOS ATENDIDOS;0;86;110;105;301
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;AVAL. PROFESSORES;0;85;99;93;277
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;AVAL. PSCÓLOGOS;0;72;91;16;179
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;AVAL. ASSIST. SOCIAIS;0;72;88;94;254
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;AVAL. ENFERMAGEM;0;71;93;91;255
